"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",,
"RUN","Sunrun Inc.","14.9","$1.67B","2015","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/run",,
"SUNW","Sunworks, Inc.","0.465","$12.14M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/sunw",
"SPCB","SuperCom, Ltd.","1.69","$25.28M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.72","$5.63M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/scon",,
"SGC","Superior Group of Companies, Inc.","17.6","$268.8M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","37.47","$1.96B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","2.41","$45.58M","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/sprt",
"SURF","Surface Oncology, Inc.","5.53","$153.08M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","12.73","$622.39M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","52.96","$714.02M","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","11.27","$257.5M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",
"SIVB","SVB Financial Group","238.75","$12.56B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sivb",,
"SVMK","SVMK Inc.","14.31","$1.79B","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/svmk",
"SYKE","Sykes Enterprises, Incorporated","29.03","$1.24B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","22.42","$14.33B","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc",,
"SYNC","Synacor, Inc.","1.79","$69.81M","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync"
"SYNL","Synalloy Corporation","14.32","$127.03M","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/synl",,
"SYNA","Synaptics Incorporated","40.9","$1.41B","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna",,
"SNCR","Synchronoss Technologies, Inc.","7.97","$338.52M","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","6.04","$150.01M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","51.41","$5.31B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh",
"SGYP","Synergy Pharmaceuticals, Inc.","0.2875","$71.31M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","8.91","$226.74M","2015","n/a","n/a","https://www.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","98.87","$14.78B","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps",
"SES","Synthesis Energy Systems, Inc.","0.76","$8.38M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ses",
"THOR","Synthorx, Inc.","15.95","$482.17M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/thor",
"SYPR","Sypris Solutions, Inc.","1.1","$23.54M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","6.43","$216.4M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","92.67","$22.06B","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","3.4","$149.73M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","53.96","$1.11B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","69.19","$1.28B","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","2.01","$11.32M","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait",,
"TLC","Taiwan Liposome Company, Ltd.","6.2386","$199.78M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TTWO","Take-Two Interactive Software, Inc.","93.44","$10.57B","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","37.16","$1.12B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",,
"TNDM","Tandem Diabetes Care, Inc.","44.37","$2.55B","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","5.65","$51.72M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","1.56","$44.78M","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",,
"TAOP","Taoping Inc.","1.04","$43.43M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",,
"TEDU","Tarena International, Inc.","6.33","$338.41M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",
"MNGA","Taronis Technologies, Inc.","0.97","$9.21M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mnga",
"TATT","TAT Technologies Ltd.","6.39","$56.71M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",,
"TAYD","Taylor Devices, Inc.","12.8","$44.39M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd",
"CGBD","TCG BDC, Inc.","15","$938.53M","2017","n/a","n/a","https://www.nasdaq.com/symbol/cgbd",
"AMTD","TD Ameritrade Holding Corporation","54.26","$30.41B","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd",,
"PETZ","TDH Holdings, Inc.","0.68","$6.41M","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",
"TECD","Tech Data Corporation","100.06","$3.73B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",,
"TCCO","Technical Communications Corporation","2.82","$5.21M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",,
"TTGT","TechTarget, Inc.","15.15","$421.03M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","8.41","$315.66M","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls",,
"TGEN","Tecogen Inc.","3.8","$94.31M","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen",,
"TNAV","Telenav, Inc.","5","$227.71M","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav",
"TLGT","Teligent, Inc.","1.57","$84.43M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","9.41","$2.26B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tell",,
"TENB","Tenable Holdings, Inc.","27.98","$2.61B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",
"TENX","Tenax Therapeutics, Inc.","1.33","$4.01M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",
"TZAC","Tenzing Acquisition Corp.","10.05","$83.06M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzac",,
"TZACU","Tenzing Acquisition Corp.","10.17","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacu",,
"TZACW","Tenzing Acquisition Corp.","0.17","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzacw",,
"TER","Teradyne, Inc.","37.87","$6.79B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ter",
"TERP","TerraForm Power, Inc.","12.29","$2.57B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/terp",
"TBNK","Territorial Bancorp Inc.","27.39","$264.2M","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk",,
"TSLA","Tesla", Inc. ","312.84","$53.72B","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","15.32","$129.5M","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",,
"TTEK","Tetra Tech, Inc.","56.85","$3.14B","1991","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/ttek",
"TTPH","Tetraphase Pharmaceuticals, Inc.","1.21","$64.89M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","58.6","$2.94B","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","25.6353","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","25.48","$152.88M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbip",
"TXN","Texas Instruments Incorporated","104.76","$99.01B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",,
"TXRH","Texas Roadhouse, Inc.","64","$4.58B","2004","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/txrh",
"TFSL","TFS Financial Corporation","16.93","$4.74B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tfsl",,
"TGTX","TG Therapeutics, Inc.","4.52","$374.7M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",
"WTER","The Alkaline Water Company Inc.","3.79","$98M","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wter",,
"ANDE","The Andersons, Inc.","34.64","$1.13B","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","8.53","$481.49M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tbbk",
"BPRN","The Bank of Princeton","31.57","$209.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bprn",,
"CG","The Carlyle Group L.P.","18.52","$6.27B","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/cg",,
"TCGP","The Carlyle Group L.P.","22.24","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/tcgp",,
"CAKE","The Cheesecake Factory Incorporated","45.62","$2.07B","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cake",,
"CHEF","The Chefs&#39; Warehouse, Inc.","35.21","$1.06B","2011","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","29.56","$164.87M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcfc",,
"DSGX","The Descartes Systems Group Inc.","32.19","$2.47B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx",,
"DXYN","The Dixie Group, Inc.","1.24","$20.41M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","48.4","$2.55B","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","10.55","$171.96M","2013","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/xone",,
"FBMS","The First Bancshares, Inc.","32.44","$481.19M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","22.04","$560.32M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/flic",,
"GT","The Goodyear Tire & Rubber Company","18.65","$4.35B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gt",,
"HABT","The Habit Restaurants, Inc.","10.69","$278.47M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","19.21","$567.05M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","16.84","$1.75B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","5.6","$34.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","31.7935","$74.07M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/intg",,
"JYNT","The Joint Corp.","8.62","$118.39M","2014","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/jynt",,
"KEYW","The KEYW Holding Corporation","6.77","$337.54M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw",,
"KHC","The Kraft Heinz Company","47.33","$57.72B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/khc",,
"OLD","The Long-Term Care ETF","28.115","$2.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/old",,
"LOVE","The Lovesac Company","28.95","$391.85M","2018","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/love",,
"MSG","The Madison Square Garden Company","288.38","$6.85B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/msg",,
"MDCO","The Medicines Company","24.05","$1.78B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco",,
"MEET","The Meet Group, Inc.","5.39","$398.54M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/meet",
"MIK","The Michaels Companies, Inc.","12.97","$2.05B","2014","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","120.24","$6.72B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd",,
"NAVG","The Navigators Group, Inc.","69.81","$2.08B","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/navg",
"SLIM","The Obesity ETF","33.8684","$3.39M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slim",,
"STKS","The ONE Group Hospitality, Inc.","2.92","$82.62M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/stks",
"ORG","The Organics ETF","25.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/org",,
"PRSC","The Providence Service Corporation","65.78","$842.71M","2003","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/prsc",,
"RMR","The RMR Group Inc.","68.03","$2.12B","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/rmr",,
"SMPL","The Simply Good Foods Company","20.5","$1.68B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smpl",,
"TSG","The Stars Group Inc.","16.21","$4.43B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/tsg",
"TTD","The Trade Desk, Inc.","148.9","$6.44B","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ttd"
"ULTI","The Ultimate Software Group, Inc.","331.5","$11.93B","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ulti",
"YORW","The York Water Company","33.74","$436.32M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/yorw",,
"NCTY","The9 Limited","1.15","$18.44M","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ncty",,
"TXMD","TherapeuticsMD, Inc.","5.29","$1.26B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/txmd",
"TRPX","Therapix Biosciences Ltd.","3.91","$13.67M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",,
"TBPH","Theravance Biopharma, Inc.","25.68","$1.42B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tbph",
"TST","TheStreet, Inc.","2.16","$108.43M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tst",
"TCRD","THL Credit, Inc.","6.75","$220.55M","2010","n/a","n/a","https://www.nasdaq.com/symbol/tcrd",
"TBRG","Thunder Bridge Acquisition, Ltd.","10.04","$323.79M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tbrg",
"TBRGU","Thunder Bridge Acquisition, Ltd.","10.442","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tbrgu",
"TBRGW","Thunder Bridge Acquisition, Ltd.","0.38","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tbrgw",
"TIBR","Tiberius Acquisition Corporation","9.98","$215.19M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibr",,
"TIBRU","Tiberius Acquisition Corporation","10.37","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibru",,
"TIBRW","Tiberius Acquisition Corporation","0.3216","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibrw",,
"TTTN","TigerShares China-U.S. Internet Titans ETF","26.06","$7.92M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tttn",,
"TTS","Tile Shop Hldgs, Inc.","6.93","$365.62M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/tts",
"TLRY","Tilray, Inc.","75.42","$7.09B","2018","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/tlry",
"TSBK","Timberland Bancorp, Inc.","28.6","$237.76M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/tsbk",
"TIPT","Tiptree Inc.","6.11","$219.58M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/tipt",,
"TITN","Titan Machinery Inc.","19.59","$435.25M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/titn",,
"TMDI","Titan Medical Inc.","3.61","$79.83M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tmdi",,
"TTNP","Titan Pharmaceuticals, Inc.","1.62","$584810.28","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","21.14","$865.8M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/tvty",
"TIVO","TiVo Corporation","10.85","$1.34B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/tivo",,
"TLSA","Tiziana Life Sciences plc","6.1417","$83.81M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlsa",,
"TKKS","TKK Symphony Acquisition Corporation","9.82","$308.84M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tkks",,
"TKKSR","TKK Symphony Acquisition Corporation","0.29","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tkksr",,
"TKKSU","TKK Symphony Acquisition Corporation","10.15","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tkksu",,
"TKKSW","TKK Symphony Acquisition Corporation","0.16","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tkksw",,
"TMUS","T-Mobile US, Inc.","68.44","$58.19B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tmus",
"TMSR","TMSR Holding Company Limited","3.5","$103.01M","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsr",,
"TOCA","Tocagen Inc.","11.01","$219.69M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca",,
"TNXP","Tonix Pharmaceuticals Holding Corp.","1.88","$4.5M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tnxp",,
"TISA","Top Image Systems, Ltd.","0.8255","$15.24M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",
"TOPS","TOP Ships Inc.","0.8376","$19.53M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tops",,
"TRCH","Torchlight Energy Resources, Inc.","1.07","$75.02M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/trch",
"TRMD","TORM plc","5.99","$442.7M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/trmd",,
"TOTA","Tottenham Acquisition I Limited","10","$59.65M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tota",,
"TOTAR","Tottenham Acquisition I Limited","0.37","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/totar",,
"TOTAU","Tottenham Acquisition I Limited","10.41","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/totau",,
"TOTAW","Tottenham Acquisition I Limited","0.121","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/totaw",,
"TBLT","ToughBuilt Industries, Inc.","2.46","$24.28M","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tblt",
"TBLTU","ToughBuilt Industries, Inc.","5.442","n/a","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tbltu",
"TBLTW","ToughBuilt Industries, Inc.","0.55","n/a","2018","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tbltw",
"TSEM","Tower Semiconductor Ltd.","15.69","$1.65B","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",,
"CLUB","Town Sports International Holdings, Inc.","5.75","$156.3M","2006","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/club",
"TOWN","Towne Bank","26.8","$1.94B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/town",,
"TPIC","TPI Composites, Inc.","30.4","$1.05B","2016","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tpic",
"TCON","TRACON Pharmaceuticals, Inc.","1.03","$30.77M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon",
"TSCO","Tractor Supply Company","94.19","$11.5B","1994","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/tsco",,
"TWMC","Trans World Entertainment Corp.","0.585","$21.21M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/twmc",,
"TACT","TransAct Technologies Incorporated","10.3","$76.13M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",,
"TRNS","Transcat, Inc.","22.85","$164.73M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/trns",
"TGA","TransGlobe Energy Corporation","1.85","$133.58M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tga",,
"TBIO","Translate Bio, Inc.","6.9","$311.48M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tbio",
"TA","TravelCenters of America LLC","5.03","$200.03M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",,
"TANNI","TravelCenters of America LLC","26.1803","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tanni",,
"TANNL","TravelCenters of America LLC","25.27","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannl",,
"TANNZ","TravelCenters of America LLC","25.15","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannz",,
"TZOO","Travelzoo","17.61","$213.27M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",,
"TRMT","Tremont Mortgage Trust","8.75","$27.81M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/trmt",,
"TRVN","Trevena, Inc.","1.5","$123.49M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",
"TPCO","Tribune Publishing Company","10.36","$368.83M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tpco",,
"TCDA","Tricida, Inc.","22.13","$931.73M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","37.9","$1.15B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbk",,
"TDAC","Trident Acquisitions Corp.","10.12","$266.22M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdac",,
"TDACU","Trident Acquisitions Corp.","10.28","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdacu",,
"TDACW","Trident Acquisitions Corp.","0.19","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdacw",,
"TRIL","Trillium Therapeutics Inc.","1.24","$18.21M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",,
"TRS","TriMas Corporation","29.79","$1.36B","2007","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/trs",,
"TRMB","Trimble Inc.","38.61","$9.7B","1990","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trmb",,
"TRIB","Trinity Biotech plc","2.53","$52.95M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",,
"TMCX","Trinity Merger Corp.","10.16","$438.15M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcx",,
"TMCXU","Trinity Merger Corp.","10.5","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcxu",,
"TMCXW","Trinity Merger Corp.","0.39","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcxw",,
"TRIP","TripAdvisor, Inc.","59.54","$8.2B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip"
"TSC","TriState Capital Holdings, Inc.","21.55","$631.42M","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","25.976","$761.1M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tscap",
"TBK","Triumph Bancorp, Inc.","30.53","$822.78M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/tbk",
"TRVG","trivago N.V.","5.93","$2.08B","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",,
"TROV","TrovaGene, Inc.","0.5943","$14.32M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TRUE","TrueCar, Inc.","9.88","$1.03B","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true"
"THST","Truett-Hurst, Inc.","2.16","$9.88M","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/thst",
"TRUP","Trupanion, Inc.","28.38","$948.46M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","8.09","$781.97M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trst",,
"TRMK","Trustmark Corporation","33.32","$2.19B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trmk",,
"TSRI","TSR, Inc.","5.2062","$10.21M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","33.61","$1.55B","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
